べんごし,弁護士,"lawyer, attorney, solicitor, barrister"
おんがくか,音楽家,musician
こどもたち,子どもたち,children
しぜん,自然,nature
きょういく,教育,education
ぶんか,文化,culture
しゃかい,社会,society
せいじ,政治,politics
ほうりつ,法律,law
せんそう,戦争,war
へいわ,平和,peace
もくてき,目的,purpose
ろんぶん,論文,"thesis, academic paper"
たのしみ,楽しみ,"pleasure, enjoyment, expectation"
ミキサー,,"mixer, blender"
やかん,,kettle
ふた,蓋,"lid, cover, cap"
せんぬき,栓抜き,"bottle opener, corkscrew"
かんきり,缶切り,can opener
かんづめ,缶詰,"canned food, tinned food"
のしぶくろ,のし袋,envelope for a gift of money
ふろしき,風呂敷,wrapping cloth used to carry things
そろばん,,abacus
たいおんけい,体温計,(clinical) thermometer
ざいりょう,材料,"material, ingredient"
ある ~,,"a certain ~, one ~"
いっしょうけんめい,一生懸命,with all one's effort
なぜ,,why
どのくらい,,"how much, how many"
ふりー・エリーゼ,,Für Elise (For Elise)
ルートヴィヒ・ファン・ベートーベン,,"Ludwig van Beethoven, German composer (1770-1827)"
こどもニュース,,a fictitious news program
「ボーナスが」でます,「ボーナスが」出ます,to be paid
はんぶん,半分,half
ローン,,loan
カップめん,カップ麺,"instant noodles sold in a ready-to-use disposable container, pot noodles"
せかいはつ,世界初,world's first
~によって,,by ~
どんぶり,,bowl
めん,麺,noodles
ひろめます,広めます,spread
しじょうちょうさ,市場調査,"market survey, market research"
わり,割ります,break
そそぎます,注ぎます,pour
チキンラーメン,,brand name of instant noodles
あんどうももふく,安藤百福,Japanese businessman and inventor (1910-2007)
ベートーベン,,Beethoven
ふえます,増えます,[exports] increase
へります,減ります,[exports] decrease
あがります,上がります,[the price] rise
さがります,下がります,"[the price] fall, drop"
きれます,切れます,"[a string] break, snap"
とれます,取れます,[a button] come off
おちます,落ちます,[baggage] fall down
「ガソリンが」なくなります,,"[petrol, gasoline] run out, be lost"
へん [な],変 [な],"strange, peculiar"
しあわせ [な],幸せ [な],happy
らく [な],楽 [な],easy
うまい,,tasty
まずい,,not tasty
つまらない,,"boring, uninteresting, trivial"
やさしい,優しい,"kind, gentle, tender-hearted"
ガソリン,,"petrol, gasoline"
ひ,火,fire
パンフレット,,pamphlet
いまにも,今にも,at any moment (used to describe a situation just before it changes)
わあ,,Oh!/Wow!
ばら,,rose
ドライブ,,driving
りゆう,理由,reason
あやまります,謝ります,apologize
しりあいます,知り合います,get acquainted
なきます,泣きます,cry
わらいます,笑います,"laugh, smile"
ねむります,眠ります,sleep
かわきます,乾きます,[a shirt] dry
ぬれます,,[a shirt] get wet
すべります,滑ります,slip
おきます,起きます,[an accident] happen
ちょうせつします,調節します,adjust
あんぜん [な],安全 [な],safe
きけん [な],危険 [な],dangerous
こい,濃い,"strong (taste), dark (color), thick (liquid)"
うすい,薄い,"weak (taste), light (color), thin (liquid)"
あつい,厚い,thick (of large diameter)
ふとい,太い,thick (of large diameter)
ほそい,細い,thin (of small diameter)
くうき,空気,air
なみだ,涙,tear
わしょく,和食,Japanese dish
ようしょく,洋食,Western dish
おかず,,side dish
りょう,量,quantity
-ばい,-倍,times
シングル,,single room
ツイン,,twin-bedded room
せんたくもの,洗濯物,"washing, laundry"
DVD,,DVD
※ホテルひろしま,,a fictitious hotel
どうなさいますか,,What can I do for you? (respectful)
カット,,haircut
シャンプー,,shampoo (~をします: shampoo)
どういうふうになさいますか,,How would you like it done? (respectful)
ショート,,short
~みたいにしてください,,Do it like ~.
これでよろしいでしょうか,,Would this be all right? (polite)
どうも おつれさまでした,お疲れさまでした,Thank you for your patience. (shop assistant to customer)
いやがります,嫌がります,dislike
また,,and
うまく,,well
じゅんじょ,順序,order
あんしん,安心,relieved
ひょうげん,表現,expression
たとえば,,for example
わか,,separate
わかれます,別れます,"part, separate"
これら,,these
えんぎがわるい,縁起が悪い,"unlucky, ill-omened"
いや,,no
しんじます,信じます,"believe, trust"
しらせます,知らせます,inform
ほしょうしょ,保証書,guarantee
りょうしゅうしょ,領収書,receipt
キャンプ,,camp
ちゅうし,中止,"calling off, canceling, suspension"
てん,点,"point, score"
うめ,梅,plum (blossom)
110ばん,110番,the emergency police telephone number
119ばん,119番,the emergency fire service telephone number
きゅうに,急に,suddenly
むりに,無理に,unreasonably
たのしみにしています,楽しみにしています,"be looking forward to, be expecting"
いじょうです,以上です。,That's all.
かかりいん,係員,"person in charge, organizer"
コース,,"course, route"
スタート,,start
いちい,一位,-th (ranking)
ゆうしょう,優勝,"win the championship, come first"
なやみ,悩み,"trouble, worry"
めざまし [時計],目覚まし [時計],alarm clock
めが覚めます,目が覚めます,wake up
だいがくせい,大学生,university student
かいとう,回答,"answer, reply (~します: answer, reply)"
なります,鳴ります,ring
セットします,,set
それでも,,"nevertheless, for all that"
とりおろします,降ろします,"hand over, let down"
くるまがでます,車が出ます,"[a bus] leave, depart"
とどきます,届きます,[parcels] be delivered
にゅうがく,入学,enter [a university]
そつぎょう,卒業,graduate [from a university]
やきます,焼きます,"bake, grill, roast"
やけます,焼けます,"[bread] be baked, be grilled"
るす,留守,absence
たくはい,宅配,package delivered by home delivery service
げんいん,原因,cause
こちら,,my side
どこ,,where
ちょうど,,"just, exactly"
はんとし,半年,half a year
ばかり,,(used with the past tense; indicates completion)
いま,今,just now
いいですか。,,Have you got a moment?
ガスサービスセンター,,gas service center
ガスレンジ,,"gas range, gas cooker"
ぐあい,具合,condition
もうわけありません,,I'm sorry.
おまちください,お待ちください,"Please, please, keep you waiting."
どちらさまでしょうか,どちら様でしょうか,"Who is this, please?"
ま,,Sorry to have kept you waiting.
むかいます,向かいます,head for
ついています,,be lucky
ゆか,床,floor
ころびます,転びます,"fall down, fall over"
ベル,,bell
あわてて,慌てて,in a hurry
じゅんばんに,順番に,in order
できごと,出来事,incident
ふきます,吹きます,blow
もえます,燃えます,burn
なくなります,亡くなります,pass away (euphemistic equivalent of 死にます)
あつまります,集まります,gather
わかれます,別れます,"[people] part, separate"
「おと・こえが」します,音・声が,(sound/voice) be heard
あじがします,味がします,taste
においがします,,smell
きびしい,厳しい,"strict, hard"
ひどい,,"terrible, severe"
こわい,怖い,"frightening, horrible"
じっけん,実験,experiment
データ,,data
じんこう,人口,population
におい,臭い,smell
かがく,科学,science
いがく,医学,"medicine, medical science"
ぶんがく,文学,literature
パトカー,,police car
きゅうきゅうしゃ,救急車,ambulance
さんせい,賛成,"approval, agreement"
はんたい,反対,"objection, opposition"
だいとうりょう,大統領,president
~によると,,according to (~ indicates that the source of information)
こんやくします,婚約します,engagement
どうも,,thank you
こいびと,恋人,"sweetheart, boyfriend, girlfriend"
あいて,相手,the other person
しりあいます,知り合います,get acquainted
けしょう,化粧,makeup (~をします: put on makeup)
せわをします,世話をします,take care of
じょせい,女性,"female, woman"
だんせい,男性,"male, man"
ながい,長い,long
ながいきをします,長生きをします,live long (~します: live long)
りゅう,理由,reason
かんけい,関係,relationship
おろします,降ろします,"put down, lower, unload"
とどけます,届けます,deliver
せわをします,世話をします,take care of
ろくおんします,録音します,record
いや [な],嫌 [な],"unwilling, reluctant"
じゅく,塾,cram school
せいと,生徒,pupil
ファイル,,file
じゅうに,自由に,freely
~かん,~間,for ~ (referring to duration)
いいことですね。,,That's good.
お忙しいですか。,お忙しいですか。,Are you busy? (used when talking to someone senior or older)
えいぎょう,営業,"business, sales"
それまでに,,by that time
かまいません。,,It's all right./I don't mind.
たのしみます,楽しみます,enjoy oneself
おや,親,parent
しょうがくせい,小学生,"pupil, elementary schoolchild"
パーセント,,percent
つぎ,次,next
しゅうじ,習字,calligraphy
ふつうの,普通の,"normal, usual"
りようします,利用します,use
かいしゃにつとめます,会社に勤めます,work [for a company]
いすにかけます,掛けます,sit on [a chair]
すごします,過ごします,"spend (time), pass (time)"
いらっしゃいます,,"be, go, come (respectful equivalent of います、いきます and きます)"
めしあがります,召し上がります,"eat, drink (respectful equivalent of たべます and のみます)"
おっしゃいます,,"say, (one's name) is ~ (respectful equivalent of いいます)"
なさいます,,do (respectful equivalent of します)
ごらんになります,ご覧になります,"see, look at (respectful equivalent of みます)"
ごぞんじです,ご存じです,know (respectful equivalent of しっています)
あいさつ,,"greeting, address (~をします: greet, give an address)"
りょかん,旅館,Japanese-style hotel or inn
バスてい,バス停,bus stop
おくさま,奥様,(someone else's) wife (respectful equivalent of おくさん)
~さま,~様,~sama (respectful equivalent of ~さん)
たまに,,once in a while
どなたでも,,anybody (respectful equivalent of だれでも)
~といいます,,(one's name) is ~
いちねんいちくみ,一年一組,class - of th grade
ねつをだします,熱を出します,run [a fever]
よろしくおつたえください,よろしくお伝えください,Give my best regards. Please say hello.
しつれいいたします,失礼いたします,Goodbye. (humble equivalent of しつれいします)
けいれき,経歴,background
いがくぶ,医学部,the medical department
めざします,目指します,aim for
すすみます,進みます,go on (to graduate school)
iPSさいぼう,iPS細胞,induced pluripotent stem cell
かいはつします,開発します,"develop, create"
マウス,,mouse
ヒト,,human
じゅしょうします,受賞します,be awarded a prize
こうえんかい,講演会,lecture meeting
やまなかしんや,山中伸弥,Japanese medical scientist (1962-)
ノーベルしょう,ノーベル賞,Nobel Prize
まいります,参ります,"go, come (humble equivalent of いきます and きます)"
おります,,be (humble equivalent of います)
いただきます,,"eat, drink, receive (humble equivalent of たべます、のみます and もらいます)"
もうします,申します,"say, (one's name) is ~ (humble equivalent of いいます)"
いらっしゃいます,,do (humble equivalent of します)
はいけんします,拝見します,see (humble equivalent of みます)
ぞんじます,存じます,get to know (humble equivalent of しります)
うかがいます,伺います,"ask, hear, visit (humble equivalent of ききます and いきます)"
おめにかかります,お目にかかります,meet (humble equivalent of あいます)
「コーヒーを〜」いれます,,make [coffee]
よういします,用意します,prepare
わたくし,私,I (humble equivalent of わたし)
ガイド,ガイド,guide
メールアドレス,メールアドレス,e-mail address
スケジュール,スケジュール,schedule
さららいしゅう,さ来週,the week after next
さららいげつ,さ来月,the month after next
さららいねん,さ来年,the year after next
はじめに,初めに,first
えどとうきょうはくぶつかん,※江戸東京博物館,Edo-Tokyo Museum
きんちょうします,緊張します,"become tense, be strained, be nervous"
しょうきん,賞金,prize money
きりん,,giraffe
~ころ,~頃,"times, days"
かないます,叶います,"[dream] be realized, come true"
おうえんします,応援します,support
こころから,心から,"from one's heart, sincerely"
かんしゃします,感謝します,"thank, be grateful"
おれい,お礼,"gratitude, thanks"
おげんきでいらっしゃいますか。,お元気でいらっしゃいますか。,How are you doing? (respectful equivalent of おげんきですか)
めいわくをかけます,迷惑をかけます,"cause trouble, annoyance, inconvenience"
いかします,生かします,make good use of
※ミュンヘン,,Munich (in Germany)
